domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,Physiology: Autonomic Nervous System,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Physiology: Fmge 2019,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Physiology: Male Reproductive System,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Physiology: Membrane Potentials And Action Potentials,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Physiology: Neural Tracts,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Physiology: Urinary System: Functional Anatomy And Urine Formation,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Psychiatry: Normal Sleep,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Radiology: Ct And Mri Of The Kidney,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Radiology: Jipmer 2018,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Radiology: Plain Film Radiography, Fluoroscopy, And Tomosynthesis",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Radiology: Radiation Treatment Planning,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Radiology: Radiotherapy Pa 2,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Family Systems In India,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: General Epidemiology,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Social & Preventive Medicine: Hc Methods, D P Communication",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Health Schemes,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Hp Committees,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Influenza,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Jipmer 2019,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Malaria,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Social & Preventive Medicine: Pqli, Hdi, Mdpi, Bpl",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Social & Preventive Medicine: Preventive Medicine In Obstetrics, Paediatrics & Geriatrics",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Sampling,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Social & Preventive Medicine: Statistical Graphs, Correlation, Locations",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Social & Preventive Medicine: Vaccines,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,"Social & Preventive Medicine: Variables, Scales",7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Aiims 2017,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Clinical Presentation And Physiology,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Established Infection,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Miscellaneous ( Salivary Gland),7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Neoplastic Disorders,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Reconstructive Techniques,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Testicular Cancer,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Surgery: Unusual Hernias,7,MedMCQA:7,MCQA:7,records:7
Clinical Medicine,Anaesthesia: Aiims 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anaesthesia: Fmge 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anaesthesia: Miscellaneous ( Anesthetic Equipment),6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anaesthesia: Preoperative Assessment & Monitoring,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Bones And Joints,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Breast,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Cerebellum And Brainstem,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Dnb 2018,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Osteology Of Lower Extremity,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anatomy: Special Sense Organs,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Biochemistry: Diabetes,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Biochemistry: Fat And Carbohydrate Interconversion,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Biochemistry: Primary Structure Of Proteins,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Dental: Disorders Of Nail,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Dental: Skin Lesions,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Anatomy And Physiology Of Nose And Pns,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Anatomy Of Inner Ear,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Anatomy Of Middle Ear,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Anatomy Of Middle Ear ( Otitis Media),6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: General,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Hypopharynx,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Neet 2018,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ent: Tumors Of Ear,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Forensic Medicine: Abortion And Delivery,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Forensic Medicine: Jipmer 2018,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Forensic Medicine: Jipmer 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Forensic Medicine: Medicolegal Autopsy,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Diabetes Mellitus,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Fetal Assessment,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Heavy Menstrual Bleeding,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Neet 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Presentation ( Carcinoma Ovary),6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Rh Incompatibility,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Gynaecology & Obstetrics: Treatment And Recurrence,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Acute Renal Failure,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Alcohol,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Cirrhosis And Alcoholic Liver Disease,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Dementia,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Infective Endocarditis,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Parasitology,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Parkinsonism,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Pericardial Disease,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Rheumatic,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Medicine: Rheumatoid Arthritis,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Microbiology: Antigen Antibody Reaction,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Microbiology: Pseudomonas,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Aiims 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Anomalies In The Position Of Lashes And Lid Margin,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Cataract Surgery,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Dystrophies And Degenerations,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Ectopia Lentis,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Examination Of The Eye,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,"Ophthalmology: General Considerations Definition, Classification, Pathogenesis",6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Lenses,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Ophthalmology: Pupillary Reflexes And Their Abnormalities,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Avascular Necrosis & Osteochondroses,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Disorders Of The Hand,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Fmge 2017,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Joint And Soft Tissue Infections,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Osteochondritis And Avascular Necrosis,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Orthopaedics: Radial Nerve Injury,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,"Orthopaedics: Tb Of The Hip, Knee, Other Joints",6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Extravascular Changes,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Hodgkin'S Lymphoma,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Morphology Of Cell And Tissue Injury,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Neoplasm Of Mature B & T Cells,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Rbc Development And Classification Of Anemias,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Rejection Of Transplants,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Salivary Glands,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Systemic Disorders Affecting Glomerulus,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Testicular Tumors,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pathology: Tumor,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Aiims 2018,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Aiims 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Bleeding Disorders,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Congenital Anomalies Of The Cns,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Gonads,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Hemolytic Anemias,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Jipmer 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Leukemias And Lymphoma,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Neet 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Neurologic Evaluation,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Rickets,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Sho Stature,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Storage Of Vaccines,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pediatrics: Thyroid Gland,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Pharmacology: Seedatives & Hyponotics,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: General Principles Of Gastrointestinal Function,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: Heart: Rhythmical Excitation Of The Heart,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: Hormones,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: Liver And Gall Bladder,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: Pain Physiology,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Physiology: Special Senses: Smell And Taste,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Psychiatry: Generalized Anxiety Disorder,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Radiology: Endocrine System,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Skin: Eosinophilic Dermatoses,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Skin: Lichen Planus & Lichenoid Dermatoses,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Skin: Neutrophilic Dermatoses,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Skin: Photosensitive Disorders,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Cholera,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Communicable & Non Communicable Disease,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Confounding And Bias,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Definitions And Concepts In Hp,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,"Social & Preventive Medicine: Elimination, Eradication, Surveillance",6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Jipmer 2018,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Social & Preventive Medicine: Neet 2019,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,"Social & Preventive Medicine: Time Distribution, Epidemics",6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Anal Canal,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Benign Duodenal Disease,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Central Nervous System Tumors,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Chronic Venous Insufficiency,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Evaluation Of A Thyroid Nodule,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Male Reproductive Medicine And Sexual Dysfunction,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,"Surgery: Miscellaneous ( Wounds, Tissue Repair & Scars)",6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Nipple Discharge,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Small Intestine Small Bowel Obstruction,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Surgical Approaches To The Thyroid,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Surgery: Thoracic Injury,6,MedMCQA:6,MCQA:6,records:6
Clinical Medicine,Anaesthesia: Aiims 2017,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anaesthesia: Jipmer 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anaesthesia: Neet 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Aiims 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Body Cavities And Diaphragm,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Cartilage And Bone,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Development Of Nervous System And Cerebrum,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Epithelium And Intraepithelial Glands,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Female Sex Glands,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Jipmer 2017,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Joints Of Lower Extremity,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Small Intestine And Large Intestine,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,"Anatomy: Spinal Cord, Its Lesions And Ans",5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Anatomy: Temporomandibular Joint,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Biochemistry: Aiims 2017,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Biochemistry: Sources Of Blood Glucose,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Dental: Jipmer 2018,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Dental: Pediatric Dermatology,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ent: Anatomy And Physiology Of Pharynx,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ent: Congenital Anomalies Of Nose And Pns,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ent: Disorders Of External Ear,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ent: Trauma Of Nose And Face,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Forensic Medicine: Aiims 2018,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Forensic Medicine: Trace Evidences,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Anaemia In Pregnancy,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Dysmenorrhoea,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Endometrial Carcinoma,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Hydatidiform Mole Molar Pregnancy,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Induction Of Labour,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Internal Generative Organs,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Jipmer 2017,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Placenta And Chorion Development,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Post Menopausal Bleeding,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Principles Of Std Management,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Secondary Amenorrhea,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: The Ovarian Cycle,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Gynaecology & Obstetrics: Tubal Pregnancy,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Dnb 2018,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Eye,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Fmge 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Gall Bladder,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Hemolytic Anemia,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Lymphoma,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Miscellaneous (C.V.S.),5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Multiple Sclerosis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Platelet Disorders,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Polycythemia,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Renal Tubular Disease,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Medicine: Wilson Disease,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Bacterial Genetics,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Chlamypiae,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Dnb 2018,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,"Microbiology: Immunology Pa 3 ( Graft, Autoimmunity, Immunodeficiency Disorders)",5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Legionella,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Morphology And Physiology Of Bacteria,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Mycoplasma,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Microbiology: Poxviruses,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,"Microbiology: Systemic Bacteriology ( Gram Positive Cocci, Gram Negative Cocci)",5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Adverse Ocular Effects Of Systemic Drugs,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Congenital Glaucomas,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Neet 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Strabismus Definition And Evaluation,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Surgical Procedures For Glaucoma,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Systemic Disease,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Ophthalmology: Vitreous Haemorrhage Vitrectomy,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Orthopaedics: Aiims 2018,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Orthopaedics: Bone And Imaging,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Orthopaedics: Fracture Shaft Femur,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,"Orthopaedics: Fractures Of Metacarpals, Phalanges, Metacarpo Phalangeal Joints",5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Orthopaedics: Infective Arthritis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Orthopaedics: Osteomyelitis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Adrenal Cortex And Medulla,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Atherosclerosis And Arteriosclerosis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Bones,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Characteristics And Epidemiology Of Neoplasia,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Esophagus Applied Anatomy: Gerd,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Free Radical Injury,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Immune Deficiency Diseases,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Jipmer 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Miscellaneous ( Endocrine),5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pathology: Sarcoidosis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Acyanotic Congenital Heart Disease,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Childhood Malignancies,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Congenital Anomalies Of Kidney,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Digestive System Disorders,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Disorders Of Muscle And Muscular Dystrophies,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Infections Of The Neonatal Infant,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Respiratory Tract Disorders,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Vasculitic Disorders In Children,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pediatrics: Vitamin A,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pharmacology: Anti Psychotic,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pharmacology: Chelating Agent,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Pharmacology: Digitalis,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,"Physiology: Circulation: Biophysics Of Pressure, Flow, And Resistance",5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Physiology: Heart: Normal Electrocardiogram,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Physiology: Jipmer 2019,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Physiology: Memory And Speech,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Physiology: Neurotransmitters,5,MedMCQA:5,MCQA:5,records:5
Clinical Medicine,Physiology: Smooth Muscle,5,MedMCQA:5,MCQA:5,records:5
